Scheme Name,Net Asset Value
NIPPON INDIA LIQUID FUND - DIRECT Plan - QUARTERLY IDCW OPTION,1016.6849
NIPPON INDIA LIQUID FUND - DIRECT Plan - WEEKLY IDCW OPTION,1531.2989
Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option,5470.3556
NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION,1584.0359
NIPPON INDIA LIQUID FUND - QUARTERLY IDCW OPTION,1014.6727
Nippon India Liquid Fund - Retail Option - Growth Plan,4862.9385
NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,1524.2800
NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,1326.6102
NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,1227.2801
NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,1034.7574
NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,1531.2771
Nippon India Liquid Fund -Growth Plan,5417.6368
Reliance Liquid Fund-Cash Plan-Daily Dividend Reinvestment Option,1114.1500
Reliance Liquid Fund-Cash Plan-Growth Plan,2714.7678
Reliance Liquid Fund-Cash Plan-Monthly Dividend Plan,1004.4865
Reliance Liquid Fund-Cash Plan-Quarterly Dividend Plan,1013.8310
Reliance Liquid Fund-Cash Plan-Weekly Dividend Reinvestment Option,1092.0644
PGIM India INSTA CASH FUND - Annual Bonus Option,144.9174
PGIM India Insta Cash Fund - Direct Plan -  Annual Bonus Option,148.9974
PGIM India Insta Cash Fund - Direct Plan -  Regular Bonus,138.2962
PGIM India Insta Cash Fund - Direct Plan - Annual Dividend,144.7765
PGIM India Insta Cash Fund - Direct Plan - Quarterly Dividend,145.6889
PGIM India Insta Cash Fund - Direct Plan -Monthly Bonus,132.9596
PGIM India Insta Cash Fund - Quarterly Dividend Option,143.9385
PGIM India INSTA CASH FUND - Regular Plan BONUS OPTION,13.7989
PGIM India Insta Cash Fund- Annual Dividend Option,144.7569
PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,10.3577
PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,10.0516
PGIM India Insta Cash Fund-Institutional Plan-Growth,26.2743
PGIM India INSTA CASH FUND-Monthly Bonus Option,140.0664
PGIM India Liquid Fund - Bonus Option,186.8975
PGIM India Liquid Fund - Daily Dividend,100.304
PGIM India Liquid Fund - Direct Plan - Daily Dividend,108.57
PGIM India Liquid Fund - Direct Plan - Growth,291.4911
PGIM India Liquid Fund - Direct Plan - Monthly Dividend,110.4342
PGIM India Liquid Fund - Direct Plan - Weekly Dividend,100.5751
PGIM India Liquid Fund - Growth,288.9239
PGIM India Liquid Fund - Monthly Dividend,111.0897
PGIM India Liquid Fund - Weekly Dividend,100.5738
PGIM India Liquid Fund-DIVIDEND-Daily Dividend,10.301
PGIM India Liquid Fund-DIVIDEND-MONTHLY DIVIDEND,10.0577
PGIM India Liquid Fund-Growth-GROWTH,27.706
Parag Parikh Liquid Fund- Direct Plan- Daily Reinvestment of IDCW,1000.5404
Parag Parikh Liquid Fund- Direct Plan- Growth,1247.9677
Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW,1003.1811
Parag Parikh Liquid Fund- Direct Plan- Weekly Reinvestment of IDCW,1001.1804
Parag Parikh Liquid Fund- Regular Plan- Daily Reinvestment of IDCW,1000.5404
Parag Parikh Liquid Fund- Regular Plan- Growth,1241.8708
Parag Parikh Liquid Fund- Regular Plan- Monthly IDCW,1003.1782
Parag Parikh Liquid Fund- Regular Plan- Weekly Reinvestment of IDCW,1001.1780
quant Liquid Fund - Growth Option - Direct Plan,36.0168
quant Liquid Fund - Growth Option - Regular Plan,35.3084
quant Liquid Fund - Monthly IDCW Option - Direct Plan,15.5353
quant Liquid Fund - Monthly IDCW Option - Regular Plan,15.159
quant Liquid Fund - Weekly IDCW Option - Direct Plan,14.0605
quant Liquid Fund - Weekly IDCW Option - Regular Plan,13.3599
quant Liquid Fund-Daily IDCW Option - Direct Plan,13.2228
quant Liquid Fund-Daily IDCW Option - Regular Plan,12.8861
quant Liquid Fund-Unclaimed Dividend Investor Education Plan-Growth Option,11.2002
quant Liquid Fund-Unclaimed Dividend-Growth Option,11.2008
quant Liquid Fund-Unclaimed Redemption Investor Education Plan-Growth Option,11.2002
quant Liquid Fund-Unclaimed Redemption Plan-Growth Option,11.2161
Quantum Liquid Fund - Direct Plan Daily IDCW,10.0090
Quantum Liquid Fund - Direct Plan Growth Option,30.0935
Quantum Liquid Fund - Direct Plan Monthly IDCW,10.0131
Quantum Liquid Fund - Regular Plan Daily IDCW,10.0007
Quantum Liquid Fund - Regular Plan Growth Option,29.9533
Quantum Liquid Fund - Regular Plan Monthly IDCW,10.0082
SBI Liquid Fund - Direct Paln - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1143.0212
SBI Liquid Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1129.5084
SBI Liquid Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1195.4858
SBI Liquid Fund - DIRECT PLAN -Growth,3500.2908
SBI Liquid Fund - Institutional - Growth,3506.4301
SBI Liquid Fund - Institutional Daily Income Distribution cum Capital Withdrawal Option (IDCW),1126.4805
SBI Liquid Fund - Institutional Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1152.6766
SBI Liquid Fund - Institutional Weekly Income Distribution cum Capital Withdrawal Option (IDCW),N.A.
SBI Liquid Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1126.4779
SBI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1139.9684
SBI Liquid Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1192.2727
SBI Liquid Fund - REGULAR PLAN -Growth,3473.5982
Sundaram  Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Quarterly IDCW,1055.0088
Sundaram Liquid Fund (Formerly Known as  Principal Cash Management Fund) Regular Plan Principal Units,1084.4327
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund )- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Daily,1000.6367
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Daily Income Distribution CUM Capital Withdrawal,1000.8893
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Direct Plan - Growth Option,1974.8600
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Monthly Income Distribution CUM Capital Withdrawal Option,1026.0193
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Direct Plan - Income Distribution CUM Capital Withdrawal Option - Monthly,1026.1135
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Growth Option,1959.1180
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Fortnightly IDCW,1024.8847
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Principal Units,1085.9951
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Regular Fortnightly IDCW,1024.8181
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Regular Quarterly IDCW,1053.4787
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Unclaimed Redemption More 3 Years,1000.0000
Sundaram Liquid Fund (Formerly Principal Cash Management Fund) - Weekly Income Distribution CUM Capital Withdrawal Option,1007.2551
Sundaram Liquid Fund(Formerly Known as Principal Cash Management Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Weekly,1007.7276
Tata Liquid Fund -Regular Plan - Growth Option,3496.1336
Tata Liquid Fund- Direct Plan - Daily Reinvestment of IDCW Option,1001.5187
Tata Liquid Fund- Direct Plan-Growth Option,3528.6733
Tata Liquid Fund- Regular Plan - Daily Reinvestment of IDCW Option,1001.5157
Taurus Liquid Fund-Dividend,1013.9743
Taurus Liquid Fund-Growth,2368.5909
TRUSTMF Liquid Fund-Direct Plan-Daily Income Distribution cum Capital Withdrawal,1063.1191
TRUSTMF Liquid Fund-Direct Plan-Growth,1084.2924
TRUSTMF Liquid Fund-Direct Plan-Monthly Income Distribution cum Capital Withdrawal,1040.4024
TRUSTMF Liquid Fund-Direct Plan-Weekly Income Distribution cum Capital Withdrawal,1048.8776
TRUSTMF Liquid Fund-Regular Plan-Daily Income Distribution cum Capital Withdrawal,1050.979
TRUSTMF Liquid Fund-Regular Plan-Growth,1081.2748
TRUSTMF Liquid Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal,1038.2368
TRUSTMF Liquid Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal,1033.3102
Union Liquid Fund - Daily IDCW Option,1000.7927
Union Liquid Fund - Direct Plan - Daily IDCW Option,1000.7927
Union Liquid Fund - Direct Plan - Fortnightly IDCW Option,1000.6761
Union Liquid Fund - Direct Plan - Growth Option,2155.4266
Union Liquid Fund - Direct Plan - Monthly IDCW Option,1000.6755
Union Liquid Fund - Direct Plan - Weekly IDCW Option,1000.7862
Union Liquid Fund - Fortnightly IDCW Option,1000.6822
Union Liquid Fund - Growth Option,2134.2060
Union Liquid Fund - Monthly IDCW Option,1000.6754
Union Liquid Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years,1000.0000
Union Liquid Fund - Unclaimed Amounts Plan - IDCW Upto 3 years,1167.6169
Union Liquid Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years,1000.0000
Union Liquid Fund - Unclaimed Amounts Plan - Redemption Upto 3 years,1167.3290
Union Liquid Fund - Weekly IDCW Option,1000.9656
UTI Liquid Cash Plan - Direct Plan - Annual IDCW,1611.7362
UTI Liquid Cash Plan - Direct Plan - Daily IDCW (Reinvestment),1060.7335
UTI Liquid Cash Plan - Direct Plan - Flexi IDCW,1327.4983
UTI Liquid Cash Plan - Direct Plan - Fortnightly IDCW,1155.0158
UTI Liquid Cash Plan - Direct Plan - Half-Yearly IDCW,1258.9778
UTI Liquid Cash Plan - Direct Plan - Monthly IDCW,1058.8785
UTI Liquid Cash Plan - Direct Plan - Quarterly IDCW,1522.1745
UTI Liquid Cash Plan - Direct Plan - Weekly IDCW,1138.0388
UTI Liquid Cash Plan - Regular Plan - Annual IDCW,1604.7472
UTI Liquid Cash Plan - Regular Plan - Daily IDCW (Reinvestment),1075.7552
UTI Liquid Cash Plan - Regular Plan - Flexi IDCW,1322.5959
UTI Liquid Cash Plan - Regular Plan - Fortnightly IDCW,1154.1962
UTI Liquid Cash Plan - Regular Plan - Half-Yearly IDCW,1117.3184
UTI Liquid Cash Plan - Regular Plan - Monthly IDCW,1051.0585
UTI Liquid Cash Plan - Regular Plan - Quarterly IDCW,1515.2391
UTI Liquid Cash Plan - Regular Plan - Weekly IDCW,1053.9718
UTI-  Liquid Cash Plan - Direct Plan - Growth Option,3664.8087
UTI-  Liquid Cash Plan - Regular Plan - Growth Option,3639.3656
UTI-  Liquid Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option,1078.4116
UTI-  Liquid Cash Plan- Discontinued - Regular Plan -Growth,3330.8617
UTI-  Liquid Cash Plan- Discontinued -Regular Plan Periodic Dividend Option,1136.4603
WhiteOak Capital Liquid Fund- Direct plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1000.9833
WhiteOak Capital Liquid Fund- Direct plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1000.7555
WhiteOak Capital Liquid Fund- Direct plan-Growth Option,1201.0310
WhiteOak Capital Liquid Fund- Direct plan-Monthly  Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1002.8296
WhiteOak Capital Liquid Fund- Direct plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1001.3291
WhiteOak Capital Liquid Fund- Regular plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1000.9518
WhiteOak Capital Liquid Fund- Regular plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1002.7616
WhiteOak Capital Liquid Fund- Regular plan-Growth Option,1196.6039
WhiteOak Capital Liquid Fund- Regular plan-Monthly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1003.3120
WhiteOak Capital Liquid Fund- Regular plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1001.3276
Aditya Birla Sun Life Long Duration Fund-Direct Growth,10.437
Aditya Birla Sun Life Long Duration Fund-Direct IDCW Payout,10.437
Aditya Birla Sun Life Long Duration Fund-Regular Growth,10.4036
Aditya Birla Sun Life Long Duration Fund-Regular IDCW Payout,10.3983
Axis Long Duration Fund - Direct Plan - Annual IDCW,1015.0796
Axis Long Duration Fund - Direct Plan - Growth,1015.1492
Axis Long Duration Fund - Direct Plan - Monthly IDCW,1015.1386
Axis Long Duration Fund - Direct Plan - Quarterly IDCW,1015.1418
Axis Long Duration Fund - Direct Plan -Daily IDCW,1011.6580
Axis Long Duration Fund - Regular Plan - Annual IDCW,1014.1547
Axis Long Duration Fund - Regular Plan - Daily IDCW,1014.1527
Axis Long Duration Fund - Regular Plan - Growth,1014.1707
Axis Long Duration Fund - Regular Plan - Monthly IDCW,1014.1584
Axis Long Duration Fund - Regular Plan - Quarterly IDCW,1014.1621
HDFC Long Duration Debt Fund - Growth Option,10.0203
HDFC Long Duration Debt Fund - Growth Option - Direct Plan,10.0251
HDFC Long Duration Debt Fund - IDCW Option,10.0203
HDFC Long Duration Debt Fund - IDCW Option - Direct Plan,10.0251
ICICI Prudential Long Term Bond Fund - Annual IDCW,10.4720
ICICI Prudential Long Term Bond Fund - Bonus,68.2598
ICICI Prudential Long Term Bond Fund - Direct Plan - Growth,79.4300
ICICI Prudential Long Term Bond Fund - Direct Plan - Half Yearly IDCW,11.9879
ICICI Prudential Long Term Bond Fund - Direct Plan - Quarterly IDCW,12.5383
ICICI Prudential Long Term Bond Fund - Growth,73.4661
ICICI Prudential Long Term Bond Fund - Half Yearly IDCW,11.1771
ICICI Prudential Long Term Bond Fund - Quarterly IDCW,12.1931
ICICI Prudential Long Term Bond Fund Direct Plan - Annual IDCW,11.5873
ICICI Prudential Long Term Bond Fund-Institutional Quarterly Dividend,11.7562
ICICI Prudential Long Term Bond Fund - Institutional Dividend Halfyearly,10.8508
ICICI Prudential Long Term Bond Fund-Institutional Option-Growth,73.5439
NIPPON INDIA NIVESH LAKSHYA FUND - ANNUAL IDCW Option,12.0431
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - ANNUAL IDCW Option,12.0873
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - HALF YEARLY IDCW Option,12.1038
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - IDCW Option,14.8110
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - MONTHLY IDCW Option,11.6615
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - QUARTERLY IDCW Option,11.3786
NIPPON INDIA NIVESH LAKSHYA FUND - HALF YEARLY IDCW Option,12.0592
NIPPON INDIA NIVESH LAKSHYA FUND - IDCW Option,14.5892
NIPPON INDIA NIVESH LAKSHYA FUND - MONTHLY IDCW Option,11.6498
NIPPON INDIA NIVESH LAKSHYA FUND - QUARTERLY IDCW Option,11.3293
Nippon India Nivesh Lakshya Fund- Direct Plan- Growth Option,14.8108
Nippon India Nivesh Lakshya Fund- Growth Option,14.5900
SBI Long Duration Fund - Direct Plan - Growth,10.1262
SBI Long Duration Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.1264
SBI Long Duration Fund - Regular Plan - Growth,10.1177
SBI Long Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.1177
Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,606.7618
Aditya Birla Sun Life Low Duration Fund - Growth Plan,557.9879
Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth,391.2396
Aditya Birla Sun Life Low Duration Fund -Direct - daily IDCW,100.0001
Aditya Birla Sun Life Low Duration Fund -Direct - weekly IDCW,100.7033
Aditya Birla Sun Life Low Duration Fund -INSTITUTIONAL - DAILY IDCW,100.
Aditya Birla Sun Life Low Duration Fund -Institutional - weekly  IDCW,99.9054
Aditya Birla Sun Life Low Duration Fund -Regular - DAILY IDCW,100.0001
Aditya Birla Sun Life Low Duration Fund -REGULAR - WEEKLY IDCW,100.506
Axis Treasury Advantage Fund - Direct Plan - Bonus Option,1847.5931
Axis Treasury Advantage Fund - Direct Plan - Daily IDCW,1012.4737
Axis Treasury Advantage Fund - Direct Plan - Growth Option,2708.8830
Axis Treasury Advantage Fund - Direct Plan - Monthly IDCW,1009.7873
Axis Treasury Advantage Fund - Direct Plan - Weekly IDCW,1011.8133
Axis Treasury Advantage Fund - Regular Plan - Daily IDCW,1013.2484
Axis Treasury Advantage Fund - Regular Plan - Growth Option,2603.5982
Axis Treasury Advantage Fund - Regular Plan - Monthly IDCW,1009.7760
Axis Treasury Advantage Fund - Regular Plan - Weekly IDCW,1011.8041
Axis Treasury Advantage Fund - Retail Plan - Daily IDCW,1012.4736
Axis Treasury Advantage Fund - Retail Plan - Growth Option,2440.9994
Axis Treasury Advantage Fund - Retail Plan - Monthly IDCW,1009.7763
Axis Treasury Advantage Fund - Retail Plan - Weekly IDCW,1011.8035
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Daily IDCW Option,10.0835
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Growth Option,36.7048
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Monthly IDCW Option,10.1090
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Weekly IDCW Option,10.0102
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - DAILY IDCW OPTION,10.0604
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - GROWTH OPTION,34.1174
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - MONTHLY IDCW OPTION,10.2356
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - WEEKLY IDCW OPTION,10.0102
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan- Daily IDCW Option,10.0499
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Growth Option,34.1444
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Monthly IDCW Option,10.4128
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Weekly IDCW Option,10.0102
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - DAILY IDCW (Reinvestment),10.2600
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION,36.3507
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),32.5148
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),10.2681
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment),10.2681
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),10.2600
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - GROWTH OPTION,35.6122
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),31.8998
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),10.2677
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment),10.2677
DSP Low Duration Fund - Direct Plan - Growth,17.1820
DSP Low Duration Fund - Direct Plan - IDCW - Daily,10.1268
DSP Low Duration Fund - Direct Plan - IDCW - Monthly,11.6564
DSP Low Duration Fund - Direct Plan - IDCW - Quarterly,10.7214
DSP Low Duration Fund - Direct Plan - IDCW - Weekly,10.1340
DSP Low Duration Fund - Regular Plan - Growth,16.7614
DSP Low Duration Fund - Regular Plan - IDCW - Daily,10.1814
DSP Low Duration Fund - Regular Plan - IDCW - Monthly,10.5271
DSP Low Duration Fund - Regular Plan - IDCW - Quarterly,10.6923
DSP Low Duration Fund - Regular Plan - IDCW - Weekly,10.1336
Franklin India Low Duration Fund - Direct - Growth,28.6858
Franklin India Low Duration Fund - Direct - Monthly - IDCW,13.3317
Franklin India Low Duration Fund - Direct - Quarterly - IDCW,13.1009
Franklin India Low Duration Fund - Growth Plan,32.6071
Franklin India Low Duration Fund - Monthly - IDCW,15.0351
Franklin India Low Duration Fund - Quarterly - IDCW,14.7667
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Quarterly Dividend Plan,0.0000
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,0.0000
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Monthly Dividend Plan,0.0000
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,0.0000
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Monthly Dividend Plan,0.0000
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Quarterly Dividend Plan,0.0000
Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Monthly - IDCW,0.1644
Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Quarterly - IDCW,0.1615
